bus_stop_code,current_time,duration,hour,round,day,minute,time
0104701048,10:46:29,75,10,0,0,46,10
0104801049,10:47:44,123,10,0,0,47,10
0104901050,10:49:47,95,10,0,0,49,10
0105001051,10:51:22,18,10,0,0,51,10
0105101052,10:51:40,51,10,0,0,51,10
0105201053,10:52:31,65,10,0,0,52,10
0105301054,10:53:36,109,10,0,0,53,10
0105401055,10:55:25,446,10,0,0,55,10
0105501056,11:02:51,69,11,0,0,2,10
0105601057,11:04:00,50,11,0,0,4,10
0105701058,11:04:50,68,11,0,0,4,10
0105801059,11:05:58,75,11,0,0,5,10
0105901060,11:07:13,85,11,0,0,7,10
0106001061,11:08:38,131,11,0,0,8,10
0106101062,11:10:49,53,11,0,0,10,10
0106201063,11:11:42,11,11,0,0,11,10
0106301064,11:11:53,39,11,0,0,11,10
0106401065,11:12:32,70,11,0,0,12,10
0106501066,11:13:42,118,11,0,0,13,10
0106601067,11:15:40,32,11,0,0,15,10
0106701068,11:16:12,63,11,0,0,16,10
0106801069,11:17:15,32,11,0,0,17,10
0106901070,11:17:47,90,11,0,0,17,10
0107001071,11:19:17,68,11,0,0,19,10
0100001001,12:19:00,69,12,0,0,19,14
0100101002,12:20:09,134,12,0,0,20,14
0100201003,12:22:14,183,12,0,0,22,14
0100301004,12:23:14,75,12,0,0,23,14
0100401005,12:24:14,62,12,0,0,24,14
0100501006,12:25:14,122,12,0,0,25,14
0100601007,12:27:14,110,12,0,0,27,14
0100701008,12:29:14,53,12,0,0,29,14
0100801009,12:30:07,90,12,0,0,30,14
0100901010,12:31:37,128,12,0,0,31,14
0101001011,12:33:45,95,12,0,0,33,14
0101101012,12:35:20,144,12,0,0,35,14
0101201013,12:37:34,84,12,0,0,37,14
0101301014,12:38:34,50,12,0,0,38,14
0101401015,12:39:24,183,12,0,0,39,14
0101501016,12:42:27,50,12,0,0,42,14
0101601017,12:43:17,85,12,0,0,43,14
0101701018,12:44:42,74,12,0,0,44,14
0101801019,12:45:50,52,12,0,0,45,15
0101901020,12:46:42,80,12,0,0,46,15
0102001021,12:48:02,110,12,0,0,48,15
0102101022,12:49:52,130,12,0,0,49,15
0102201023,12:52:02,41,12,0,0,52,15
0102301024,12:52:43,103,12,0,0,52,15
0102401025,12:54:26,45,12,0,0,54,15
0102501026,12:55:11,120,12,0,0,55,15
0102601027,12:57:11,45,12,0,0,57,15
0102701028,12:57:56,33,12,0,0,57,15
0102801029,12:58:29,147,12,0,0,58,15
0102901030,13:01:26,75,13,0,0,1,15
0103001031,13:02:41,47,13,0,0,2,15
0103101032,13:03:26,118,13,0,0,3,15
0103201033,13:05:24,113,13,0,0,5,15
0103301034,13:07:17,30,13,0,0,7,15
0103401035,13:07:47,181,13,0,0,7,15
0103701038,13:39:16,248,13,0,0,39,16
0103801039,13:43:24,125,13,0,0,43,16
0103901040,13:45:29,177,13,0,0,45,16
0104001041,13:48:26,119,13,0,0,48,16
0104101042,13:49:34,64,13,0,0,49,17
0104201043,13:50:38,123,13,0,0,50,17
0104301044,13:52:50,60,13,0,0,52,17
0104401045,13:53:50,38,13,0,0,53,17
0104501046,13:54:28,116,13,0,0,54,17
0104601047,13:56:24,74,13,0,0,56,17
0104701048,13:57:38,49,13,0,0,57,17
0104801049,13:58:27,80,13,0,0,58,17
0104901050,13:59:50,111,13,0,0,59,17
0105001051,14:01:41,21,14,0,0,1,17
0105101052,14:02:02,60,14,0,0,2,17
0105201053,14:03:02,76,14,0,0,3,17
0105301054,14:04:09,70,14,0,0,4,17
0105401055,14:05:19,290,14,0,0,5,17
0105501056,14:10:09,45,14,0,0,10,17
0105601057,14:10:54,32,14,0,0,10,17
0105701058,14:11:26,57,14,0,0,11,18
0105801059,14:12:23,63,14,0,0,12,18
0105901060,14:13:26,155,14,0,0,13,18
0106001061,14:16:01,240,14,0,0,16,18
0106101062,14:20:01,98,14,0,0,20,18
0106201063,14:21:39,20,14,0,0,21,18
0106301064,14:21:59,71,14,0,0,21,18
0106401065,14:23:10,128,14,0,0,23,18
0106501066,14:25:18,216,14,0,0,25,18
0106601067,14:28:54,58,14,0,0,28,18
0106701068,14:29:52,115,14,0,0,29,18
0106801069,14:31:47,59,14,0,0,31,18
0106901070,14:32:46,165,14,0,0,32,18
0107001071,14:35:31,124,14,0,0,35,18
0100101002,15:24:29,274,15,0,0,24,20
0100201003,15:29:03,100,15,0,0,29,20
0100301004,15:30:43,86,15,0,0,30,20
0100401005,15:31:48,35,15,0,0,31,20
0100501006,15:32:23,78,15,0,0,32,20
0100601007,15:33:48,96,15,0,0,33,20
